destination,risk_level,last_updated_advisory,advisory_details_url,risk_level_number,country_info_url,last_updated_country_details
Poland,Level 1: Exercise Normal Precautions,2024-05-01T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/poland-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Poland.html,2025-01-21T00:00:00
Portugal,Level 1: Exercise Normal Precautions,2025-03-03T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/portugal-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Portugal.html,2023-06-16T00:00:00
Qatar,Level 1: Exercise Normal Precautions,2023-07-13T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/qatar-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Qatar.html,2025-01-21T00:00:00
Republic of the Congo,Level 2: Exercise Increased Caution,2024-10-02T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/republic-of-the-congo-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/RepublicoftheCongo.html,2023-06-19T00:00:00
Romania,Level 1: Exercise Normal Precautions,2024-08-15T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/romania-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Romania.html,2024-04-01T00:00:00
Russia,Level 4: Do Not Travel,2025-05-08T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/russia-travel-advisory.html,4,,
Rwanda,Level 2: Exercise Increased Caution,2025-02-26T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/rwanda-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Rwanda.html,2022-04-20T00:00:00
Saba,Level 1: Exercise Normal Precautions,2024-08-19T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/saba-travel-advisory.html,1,,
Saint Kitts and Nevis,Level 1: Exercise Normal Precautions,2024-08-22T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/saint-kitts-and-nevis-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SaintKittsandNevis.html,2025-01-21T00:00:00
Saint Lucia,Level 1: Exercise Normal Precautions,2024-08-22T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/saint-lucia-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SaintLucia.html,2025-01-21T00:00:00
Saint Vincent and The Grenadines,Level 1: Exercise Normal Precautions,2024-12-06T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/saint-vincent-and-the-grenadines.html,1,,
Samoa,Level 1: Exercise Normal Precautions,2025-03-10T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/samoa-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Samoa.html,2025-03-10T00:00:00
Sao Tome and Principe,Level 1: Exercise Normal Precautions,2024-09-25T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/sao-tome-and-principe-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SaoTomeandPrincipe.html,2023-08-02T00:00:00
Saudi Arabia,Level 2: Exercise Increased Caution,2024-09-09T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/saudi-arabia-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SaudiArabia.html,2024-01-24T00:00:00
Senegal,Level 1: Exercise Normal Precautions,2024-10-21T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/senegal-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Senegal.html,2021-12-13T00:00:00
Serbia,Level 2: Exercise Increased Caution,2025-04-11T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/serbia-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Serbia.html,2025-04-08T00:00:00
Seychelles,Level 1: Exercise Normal Precautions,2024-08-30T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/seychelles-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Seychelles.html,2024-10-04T00:00:00
Sierra Leone,Level 2: Exercise Increased Caution,2024-09-23T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/sierra-leone-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SierraLeone.html,2025-04-09T00:00:00
Singapore,Level 1: Exercise Normal Precautions,2025-03-05T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/singapore-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Singapore.html,2025-03-05T00:00:00
Sint Eustatius,Level 1: Exercise Normal Precautions,2024-08-19T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/sint-eustatius-travel-advisory.html,1,,
Sint Maarten,Level 1: Exercise Normal Precautions,2024-08-19T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/sint-maarten-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SintMaarten.html,2023-09-06T00:00:00
Slovakia,Level 1: Exercise Normal Precautions,2024-11-14T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/slovakia-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Slovakia.html,2025-01-21T00:00:00
Slovenia,Level 1: Exercise Normal Precautions,2024-07-26T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/slovenia-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Slovenia.html,2024-12-13T00:00:00
Solomon Island,Level 2: Exercise Increased Caution,2025-04-29T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/solomon-island-travel-advisory.html,2,,
Somalia,Level 4: Do Not Travel,2025-05-14T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/somalia-travel-advisory.html,4,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Somalia.html,2022-12-01T00:00:00
South Africa,Level 2: Exercise Increased Caution,2024-11-07T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/south-africa-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SouthAfrica.html,2023-11-06T00:00:00
South Korea,Level 1: Exercise Normal Precautions,2023-07-24T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/south-korea-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SouthKorea.html,2025-01-21T00:00:00
South Sudan,Level 4: Do Not Travel,2025-03-08T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/south-sudan-travel-advisory.html,4,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SouthSudan.html,2025-01-21T00:00:00
Spain,Level 2: Exercise Increased Caution,2025-05-12T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/spain-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Spain.html,2025-04-04T00:00:00
Sri Lanka,Level 2: Exercise Increased Caution,2024-10-02T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/sri-lanka-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SriLanka.html,2025-05-06T00:00:00
Sudan,Level 4: Do Not Travel,2023-04-22T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/sudan-travel-advisory.html,4,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Sudan.html,2022-01-03T00:00:00
Suriname,Level 1: Exercise Normal Precautions,2024-12-13T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/suriname-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Suriname.html,2022-09-30T00:00:00
Sweden,Level 2: Exercise Increased Caution,2024-07-24T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/sweden-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Sweden.html,2023-07-26T00:00:00
Switzerland,Level 1: Exercise Normal Precautions,2023-07-26T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/switzerland-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Switzerland.html,2024-03-27T00:00:00
Syria,Level 4: Do Not Travel,2025-03-03T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/syria-travel-advisory.html,4,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SyrianArabRepublic.html,2025-03-04T00:00:00
Taiwan,Level 1: Exercise Normal Precautions,2024-07-31T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/taiwan-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Taiwan.html,2025-01-21T00:00:00
Tajikistan,Level 2: Exercise Increased Caution,2024-11-27T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/tajikistan-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Tajikistan.html,2024-12-23T00:00:00
Tanzania,Level 2: Exercise Increased Caution,2024-09-05T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/tanzania-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Tanzania.html,2025-01-21T00:00:00
Thailand,Level 1: Exercise Normal Precautions,2023-07-24T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/thailand-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Thailand.html,
The Bahamas,Level 2: Exercise Increased Caution,2025-03-31T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/the-bahamas-travel-advisory.html,2,,
The Gambia,Level 2: Exercise Increased Caution,2024-10-16T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/the-gambia-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/TheGambia.html,2023-08-01T00:00:00
The Kyrgyz Republic,Level 1: Exercise Normal Precautions,2025-04-21T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/the-kyrgyz-republic-travel-advisory.html,1,,
Timor-Leste,Level 2: Exercise Increased Caution,2025-03-21T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/timor-leste-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Timor-Leste.html,2025-03-14T00:00:00
Togo,Level 2: Exercise Increased Caution,2024-11-07T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/togo-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Togo.html,2024-02-08T00:00:00
Tonga,Level 1: Exercise Normal Precautions,2024-12-02T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/tonga-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Tonga.html,2024-12-02T00:00:00
Trinidad and Tobago,Level 3: Reconsider Travel,2025-05-07T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/trinidad-and-tobago-travel-advisory.html,3,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/TrinidadandTobago.html,2025-03-21T00:00:00
Tunisia,Level 2: Exercise Increased Caution,2024-10-23T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/tunisia-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Tunisia.html,2024-10-24T00:00:00
Turkey,Level 2: Exercise Increased Caution,2024-10-16T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/turkey-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Turkey.html,2025-01-21T00:00:00
Turkmenistan,Level 1: Exercise Normal Precautions,2025-02-28T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/turkmenistan-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Turkmenistan.html,2025-05-05T00:00:00
Turks and Caicos Islands,Level 2: Exercise Increased Caution,2025-03-04T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/turks-and-caicos-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/TurksandCaicosIslands.html,2023-08-30T00:00:00
Tuvalu,Level 1: Exercise Normal Precautions,2024-12-02T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/tuvalu-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Tuvalu.html,2025-05-12T00:00:00
Uganda,Level 3: Reconsider Travel,2025-04-23T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/uganda-travel-advisory.html,3,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Uganda.html,2025-01-21T00:00:00
Ukraine,Level 4: Do Not Travel,2024-11-14T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/ukraine-travel-advisory.html,4,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Ukraine.html,2025-01-21T00:00:00
United Arab Emirates,Level 2: Exercise Increased Caution,2025-01-06T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/united-arab-emirates-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/UnitedArabEmirates.html,2023-08-14T00:00:00
United Kingdom,Level 2: Exercise Increased Caution,2025-05-08T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/united-kingdom-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/UnitedKingdom.html,2025-05-05T00:00:00
Uruguay,Level 2: Exercise Increased Caution,2025-05-07T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/uruguay-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Uruguay.html,2022-01-28T00:00:00
Uzbekistan,Level 1: Exercise Normal Precautions,2024-09-27T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/uzbekistan-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Uzbekistan.html,2025-04-17T00:00:00
Vanuatu,Level 3: Reconsider Travel,2024-12-20T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/vanuatu-travel-advisory.html,3,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Vanuatu.html,2023-06-16T00:00:00
Venezuela,Level 4: Do Not Travel,2025-05-12T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/venezuela-travel-advisory.html,4,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Venezuela.html,2024-10-30T00:00:00
Vietnam,Level 1: Exercise Normal Precautions,2024-12-16T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/vietnam-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Vietnam.html,
Yemen,Level 4: Do Not Travel,2025-03-31T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/yemen-travel-advisory.html,4,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Yemen.html,2025-01-29T00:00:00
Zambia,Level 1: Exercise Normal Precautions,2023-07-31T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/zambia-travel-advisory.html,1,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Zambia.html,2023-01-19T00:00:00
Zimbabwe,Level 2: Exercise Increased Caution,2023-06-27T00:00:00,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/zimbabwe-travel-advisory.html,2,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Zimbabwe.html,2022-04-11T00:00:00
Cte d'Ivoire,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/CotedIvoire.html,2025-01-21T00:00:00
Micronesia,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/FederatedStatesOfMicronesia.html,2025-01-22T00:00:00
United Kingdom,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Gilbraltar.html,2025-05-05T00:00:00
United Kingdom,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/FalklandIslands.html,2025-05-05T00:00:00
United Kingdom,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/IsleOfMan.html,2025-05-05T00:00:00
"Israel, the West Bank and Gaza",,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Gaza.html,2025-03-28T00:00:00
France,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/France-Monaco.html,2025-03-19T00:00:00
French West Indies,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/GuadeloupeMartiniqueSaintMartinSaintBarthelemy.html,2023-10-10T00:00:00
"Israel, the West Bank and Gaza",,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Israel.html,2025-03-28T00:00:00
Eswatini,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Eswatini.html,2025-01-21T00:00:00
"Bonaire, Sint Eustatius and Saba",,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/BonaireSintEustatiusandSaba.html,2023-09-07T00:00:00
Bahamas,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Bahamas.html,2024-01-24T00:00:00
Curaao,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Curacao.html,2023-09-07T00:00:00
France,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/France.html,2025-03-19T00:00:00
"Israel, the West Bank and Gaza",,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/IsraeltheWestBankandGaza.html,2025-03-28T00:00:00
Italy,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Italy.html,2023-07-26T00:00:00
Kyrgyzstan,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Kyrgyzstan.html,2025-04-14T00:00:00
Burma,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Burma.html,2025-04-29T00:00:00
North Korea,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/KoreaDemocraticPeoplesRepublicof.html,2023-07-20T00:00:00
Russian Federation,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/RussianFederation.html,2024-11-01T00:00:00
Solomon Islands,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SolomonIslands.html,2023-06-15T00:00:00
Italy,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SanMarino.html,2023-07-26T00:00:00
Saint Vincent and the Grenadines,,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/SaintVincentandtheGrenadines.html,2025-01-21T00:00:00
"Israel, the West Bank and Gaza",,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/WestBank.html,2025-03-28T00:00:00
Democratic Republic of the Congo (D.R.C.),,,,,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/DemocraticRepublicoftheCongoDRC.html,2023-03-17T00:00:00
